state-city,start_zipcode,end_zipcode
AR-Delaplaine,72425,72425
AR-Delaware,72835,72835
AR-Delight,71940,71940
AR-Dell,72426,72426
AR-Dennard,72629,72629
AR-Dermott,71638,71638
AR-Des Arc,72040,72040
AR-Desha,72527,72527
AR-Diamond City,72630,72630
AR-Diaz,72043,72043
AR-Dierks,71833,71833
AR-Doddridge,71834,71834
AR-Dolph,72528,72528
AR-Donaldson,71941,71941
AR-Dover,72837,72837
AR-Drasco,72530,72530
AR-Driver,72329,72329
AR-Dumas,71639,71639
AR-Dyer,72935,72935
AR-Dyess,72330,72330
AR-Earle,72331,72331
AR-Edgemont,72044,72044
AR-Edmondson,72332,72332
AR-Egypt,72427,72427
AR-El Dorado,71730,71731
AR-El Paso,72045,72045
AR-Elaine,72333,72333
AR-Elizabeth,72531,72531
AR-Elkins,72727,72727
AR-Elm Springs,72728,72728
AR-Emerson,71740,71740
AR-Emmet,71835,71835
AR-England,72046,72046
AR-Enola,72047,72047
AR-Ethel,72048,72048
AR-Etowah,72428,72428
AR-Eudora,71640,71640
AR-Eureka Springs,72631,72632
AR-Evansville,72729,72729
AR-Evening Shade,72532,72532
AR-Everton,72633,72633
AR-Fairfield Bay,72088,72088
AR-Farmington,72730,72730
AR-Fayetteville,72701,72704
AR-Fifty Six,72533,72533
AR-Fisher,72429,72429
AR-Flippin,72634,72634
AR-Floral,72534,72534
AR-Fordyce,71742,71742
AR-Foreman,71836,71836
AR-Forrest City,72335,72336
AR-Fort Smith,72901,72919
AR-Fouke,71837,71837
AR-Fountain Hill,71642,71642
AR-Fox,72051,72051
AR-Franklin,72536,72536
AR-Frenchmans Bayou,72338,72338
AR-Friendship,71942,71942
AR-Fulton,71838,71838
AR-Gamaliel,72537,72537
AR-Garfield,72732,72732
AR-Garland City,71839,71839
AR-Garner,72052,72052
AR-Gassville,72635,72635
AR-Gateway,72733,72733
AR-Genoa,71840,71840
AR-Gentry,72734,72734
AR-Gepp,72538,72538
AR-Gilbert,72636,72636
AR-Gillett,72055,72055
AR-Gillham,71841,71841
AR-Gilmore,72339,72339
AR-Glencoe,72539,72539
AR-Glenwood,71943,71943
AR-Goodwin,72340,72340
AR-Goshen,72735,72735
AR-Gosnell,72319,72319
AR-Gould,71643,71643
AR-Grady,71644,71644
AR-Grannis,71944,71944
AR-Grapevine,72057,72057
AR-Gravelly,72838,72838
AR-Gravette,72736,72736
AR-Green Forest,72638,72638
AR-Greenbrier,72058,72058
AR-Greenland,72737,72737
AR-Greenway,72430,72430
AR-Greenwood,72936,72936
AR-Gregory,72059,72059
AR-Griffithville,72060,72060
AR-Grubbs,72431,72431
AR-Guion,72540,72540
AR-Gurdon,71743,71743
AR-Guy,72061,72061
AR-Hackett,72937,72937
AR-Hagarville,72839,72839
AR-Hamburg,71646,71646
AR-Hampton,71744,71744
AR-Hardy,72542,72542
AR-Harrell,71745,71745
AR-Harriet,72639,72639
AR-Harrisburg,72432,72432
AR-Harrison,72601,72602
AR-Hartford,72938,72938
AR-Hartman,72840,72840
AR-Harvey,72841,72841
AR-Hasty,72640,72640
AR-Hatfield,71945,71945
AR-Hattieville,72063,72063
AR-Havana,72842,72842
AR-Haynes,72341,72341
AR-Hazen,72064,72064
AR-Heber Springs,72543,72545
AR-Hector,72843,72843
AR-Helena,72342,72342
AR-Henderson,72544,72544
AR-Hensley,72065,72065
AR-Hermitage,71647,71647
AR-Heth,72346,72346
AR-Hickory Plains,72066,72066
AR-Hickory Ridge,72347,72347
AR-Higden,72067,72067
AR-Higginson,72068,72068
AR-Hindsville,72738,72738
AR-Hiwasse,72739,72739
AR-Holly Grove,72069,72069
AR-Hope,71801,71802
AR-Horatio,71842,71842
AR-Horseshoe Bend,72512,72512
AR-Hot Springs National Park,71901,71914
AR-Hot Springs Village,71909,71910
AR-Houston,72070,72070
AR-Hoxie,72433,72433
AR-Hughes,72348,72348
AR-Humnoke,72072,72072
AR-Humphrey,72073,72073
AR-Hunter,72074,72074
AR-Huntington,72940,72940
AR-Huntsville,72740,72740
AR-Huttig,71747,71747
AR-Ida,72546,72546
AR-Imboden,72434,72434
AR-Ivan,71748,71748
AR-Jacksonport,72075,72075
AR-Jacksonville,72076,72078
AR-Jasper,72641,72641
AR-Jefferson,72079,72079
AR-Jersey,71651,71651
AR-Jerusalem,72080,72080
AR-Jessieville,71949,71949
AR-Johnson,72741,72741
AR-Joiner,72350,72350
AR-Jones Mill,72105,72105
AR-Jonesboro,72401,72405
AR-Judsonia,72081,72081
AR-Junction City,71749,71749
AR-Keiser,72351,72351
AR-Kensett,72082,72082
AR-Keo,72083,72083
AR-Kingsland,71652,71652
AR-Kingston,72742,72742
AR-Kirby,71950,71950
AR-Knobel,72435,72435
AR-Knoxville,72845,72845
AR-La Grange,72352,72352
AR-Lafe,72436,72436
AR-Lake City,72437,72437
AR-Lake Village,71653,71653
AR-Lakeview,72642,72642
AR-Lamar,72846,72846
AR-Lambrook,72353,72353
AR-Langley,71952,71952
AR-Lavaca,72941,72941
AR-Lawson,71750,71750
AR-Leachville,72438,72438
AR-Lead Hill,72644,72644
AR-Leola,72084,72084
AR-Lepanto,72354,72354
AR-Leslie,72645,72645
AR-Letona,72085,72085
AR-Lewisville,71845,71845
AR-Lexa,72355,72355
AR-Lincoln,72744,72744
AR-Little Rock,72201,72295
AR-Little Rock Air Force Base,72099,72099
AR-Lockesburg,71846,71846
AR-Locust Grove,72550,72550
AR-London,72847,72847
AR-Lonoke,72086,72086
AR-Lonsdale,72087,72087
AR-Louann,71751,71751
AR-Lowell,72745,72745
AR-Luxora,72358,72358
AR-Lynn,72440,72440
AR-Mabelvale,72103,72103
AR-Madison,72359,72359
AR-Magazine,72943,72943
AR-Magness,72553,72553
AR-Magnolia,71753,71754
AR-Malvern,72104,72104
AR-Mammoth Spring,72554,72554
AR-Manila,72442,72442
AR-Mansfield,72944,72944
AR-Marble Falls,72648,72648
AR-Marcella,72555,72555
AR-Marianna,72360,72360
AR-Marion,72364,72364
AR-Marked Tree,72365,72365
AR-Marmaduke,72443,72443
AR-Marshall,72650,72650
AR-Marvell,72366,72366
AR-Maumelle,72113,72113
AR-Mayflower,72106,72106
AR-Maynard,72444,72444
AR-Maysville,72747,72747
AR-Mc Caskill,71847,71847
AR-Mc Crory,72101,72101
AR-Mc Dougal,72441,72441
AR-Mc Gehee,71654,71654
AR-Mc Neil,71752,71752
AR-Mc Rae,72102,72102
AR-Melbourne,72556,72556
AR-Mellwood,72367,72367
AR-Mena,71953,71953
AR-Menifee,72107,72107
AR-Midland,72945,72945
AR-Midway,72651,72651
AR-Mineral Springs,71851,71851
AR-Minturn,72445,72445
AR-Monette,72447,72447
AR-Monroe,72108,72108
AR-Monticello,71655,71657
AR-Montrose,71658,71658
AR-Moro,72368,72368
AR-Morrilton,72110,72110
AR-Morrow,72749,72749
AR-Moscow,71659,71659
AR-Mount Holly,71758,71758
AR-Mount Ida,71957,71957
AR-Mount Judea,72655,72655
AR-Mount Pleasant,72561,72561
AR-Mount Vernon,72111,72111
AR-Mountain Home,72653,72654
AR-Mountain Pine,71956,71956
AR-Mountain View,72560,72560
AR-Mountainburg,72946,72946
AR-Mulberry,72947,72947
AR-Murfreesboro,71958,71958
AR-Nashville,71852,71852
AR-Natural Dam,72948,72948
AR-New Blaine,72851,72851
AR-New Edinburg,71660,71660
AR-Newark,72562,72562
AR-Newhope,71959,71959
AR-Newport,72112,72112
AR-Norfork,72658,72659
AR-Norman,71960,71960
AR-Norphlet,71759,71759
AR-North Little Rock,72114,72199
AR-O Kean,72449,72449
AR-Oak Grove,72660,72660
AR-Oakland,72661,72661
AR-Oark,72852,72852
AR-Oden,71961,71966
AR-Ogden,71853,71853
AR-Oil Trough,72564,72564
AR-Okolona,71962,71962
AR-Ola,72853,72853
AR-Omaha,72662,72662
AR-Oneida,72369,72369
AR-Onia,72663,72663
AR-Osceola,72370,72370
AR-Oxford,72565,72565
AR-Ozan,71855,71855
AR-Ozark,72949,72949
AR-Ozone,72854,72854
AR-Palestine,72372,72372
AR-Pangburn,72121,72121
AR-Paragould,72450,72451
AR-Paris,72855,72855
AR-Parkdale,71661,71661
AR-Parkin,72373,72373
AR-Parks,72950,72950
AR-Paron,72122,72122
AR-Parthenon,72666,72666
AR-Patterson,72123,72123
AR-Pea Ridge,72751,72751
AR-Peach Orchard,72453,72453
AR-Pearcy,71964,71964
AR-Peel,72668,72668
AR-Pelsor,72856,72856
AR-Pencil Bluff,71965,71965
AR-Perry,72125,72125
AR-Perryville,72126,72126
AR-Pettigrew,72752,72752
AR-Pickens,71662,71662
AR-Piggott,72454,72454
AR-Pindall,72669,72669
AR-Pine Bluff,71601,71613
AR-Pineville,72566,72566
AR-Plainview,72857,72857
AR-Pleasant Grove,72567,72567
AR-Pleasant Plains,72568,72568
AR-Plumerville,72127,72127
AR-Pocahontas,72455,72455
AR-Pollard,72456,72456
AR-Ponca,72670,72670
AR-Poplar Grove,72374,72374
AR-Portia,72457,72457
AR-Portland,71663,71663
AR-Pottsville,72858,72858
AR-Poughkeepsie,72569,72569
AR-Powhatan,72458,72458
AR-Poyen,72128,72128
AR-Prairie Grove,72753,72753
AR-Prattsville,72129,72129
AR-Prescott,71857,71857
AR-Prim,72130,72130
AR-Proctor,72376,72376
AR-Pyatt,72672,72672
AR-Quitman,72131,72131
AR-Ratcliff,72951,72951
AR-Ravenden,72459,72459
AR-Ravenden Springs,72460,72460
AR-Rector,72461,72461
AR-Redfield,72132,72132
AR-Reydell,72133,72133
AR-Reyno,72462,72462
AR-Rison,71665,71665
AR-Rivervale,72377,72377
AR-Roe,72134,72134
AR-Rogers,72756,72758
AR-Rohwer,71666,71666
AR-Roland,72135,72135
AR-Romance,72136,72136
AR-Rose Bud,72137,72137
AR-Rosie,72571,72571
AR-Rosston,71858,71858
AR-Rover,72860,72860
AR-Royal,71968,71968
AR-Rudy,72952,72952
AR-Russell,72139,72139
AR-Russellville,72801,72812
AR-Saffell,72572,72572
AR-Sage,72573,72573
AR-Saint Charles,72140,72140
AR-Saint Francis,72464,72464
AR-Saint Joe,72675,72675
AR-Saint Paul,72760,72760
AR-Salado,72575,72575
AR-Salem,72576,72576
AR-Saratoga,71859,71859
AR-Scotland,72141,72141
AR-Scott,72142,72142
AR-Scranton,72863,72863
AR-Searcy,72143,72149
AR-Sedgwick,72465,72465
AR-Sheridan,72150,72150
AR-Sherrill,72152,72152
AR-Sherwood,72120,72120
AR-Shirley,72153,72153
AR-Sidney,72577,72577
AR-Siloam Springs,72761,72761
AR-Sims,71969,71969
AR-Smackover,71762,71762
AR-Smithville,72466,72466
AR-Snow Lake,72379,72379
AR-Solgohachia,72156,72156
AR-Sparkman,71763,71763
AR-Springdale,72762,72766
AR-Springfield,72157,72157
AR-Stamps,71860,71860
AR-Star City,71667,71667
AR-State University,72467,72467
AR-Stephens,71764,71764
AR-Story,71970,71970
AR-Strawberry,72469,72469
AR-Strong,71765,71765
AR-Sturkie,72578,72578
AR-Stuttgart,72160,72160
AR-Subiaco,72865,72865
AR-Success,72470,72470
AR-Sulphur Rock,72579,72579
AR-Sulphur Springs,72768,72768
AR-Summers,72769,72769
AR-Summit,72677,72677
AR-Sweet Home,72164,72164
AR-Swifton,72471,72471
AR-Taylor,71861,71861
AR-Texarkana,71854,71854
AR-Thida,72165,72165
AR-Thornton,71766,71766
AR-Tichnor,72166,72166
AR-Tillar,71670,71670
AR-Tilly,72679,72679
AR-Timbo,72657,72680
AR-Tontitown,72770,72770
AR-Traskwood,72167,72167
AR-Trumann,72472,72472
AR-Tucker,72168,72168
AR-Tuckerman,72473,72473
AR-Tumbling Shoals,72581,72581
AR-Tupelo,72169,72169
AR-Turner,72383,72383
AR-Turrell,72384,72384
AR-Tyronza,72386,72386
AR-Ulm,72170,72170
AR-Umpire,71971,71971
AR-Uniontown,72955,72955
AR-Valley Springs,72682,72682
AR-Van Buren,72956,72957
AR-Vandervoort,71972,71972
AR-Vanndale,72387,72387
AR-Vendor,72683,72683
AR-Vilonia,72173,72173
AR-Viola,72583,72583
AR-Violet Hill,72584,72584
AR-Wabash,72389,72389
AR-Wabbaseka,72175,72175
AR-Walcott,72474,72474
AR-Waldenburg,72475,72475
AR-Waldo,71770,71770
AR-Waldron,72958,72958
AR-Walnut Ridge,72476,72476
AR-Ward,72176,72176
AR-Warm Springs,72478,72478
AR-Warren,71671,71671
AR-Washington,71862,71862
AR-Watson,71674,71674
AR-Weiner,72479,72479
AR-Wesley,72773,72773
AR-West Fork,72774,72774
AR-West Helena,72390,72390
AR-West Memphis,72301,72303
AR-West Point,72178,72178
AR-West Ridge,72391,72391
AR-Western Grove,72685,72685
AR-Wheatley,72392,72392
AR-Whelen Springs,71772,71772
AR-White Hall,71602,71612
AR-Wickes,71973,71973
AR-Wideman,72585,72585
AR-Widener,72394,72394
AR-Wilburn,72179,72179
AR-Williford,72482,72482
AR-Willisville,71864,71864
AR-Wilmar,71675,71675
AR-Wilmot,71676,71676
AR-Wilson,72395,72395
AR-Wilton,71865,71865
AR-Winchester,71677,71677
AR-Winslow,72959,72959
AR-Winthrop,71866,71866
AR-Wiseman,72587,72587
AR-Witter,72776,72776
AR-Witts Springs,72686,72686
AR-Woodson,72180,72180
AR-Wooster,72181,72181
AR-Wright,72182,72182
AR-Wrightsville,72183,72183
AR-Wynne,72396,72396
AR-Yellville,72687,72687
AR-Yorktown,71678,71678
AZ-Aguila,85320,85320
AZ-Ajo,85321,85321
AZ-Alpine,85920,85920
AZ-Amado,85645,85645
AZ-Apache Junction,85117,85178
AZ-Arivaca,85601,85601
AZ-Arizona City,85123,85123
AZ-Arlington,85322,85322
AZ-Ash Fork,86320,86320
AZ-Avondale,85323,85392
AZ-Bagdad,86321,86321
AZ-Bapchule,85121,85121
AZ-Bellemont,86015,86015
AZ-Benson,85602,85602
AZ-Bisbee,85603,85603
AZ-Black Canyon City,85324,85324
AZ-Blue,85922,85922
AZ-Blue Gap,86520,86520
AZ-Bouse,85325,85325
AZ-Bowie,85605,85605
AZ-Buckeye,85326,85396
AZ-Bullhead City,86429,86442
AZ-Bylas,85530,85530
AZ-Cameron,86020,86020
AZ-Camp Verde,86322,86322
AZ-Carefree,85377,85377
AZ-Casa Grande,85122,85194
AZ-Cashion,85329,85329
AZ-Catalina,85738,85738
AZ-Cave Creek,85327,85331
AZ-Central,85531,85531
AZ-Chambers,86502,86502
AZ-Chandler,85224,85286
AZ-Chandler Heights,85127,85127
AZ-Chinle,86503,86503
AZ-Chino Valley,86323,86323
AZ-Chloride,86431,86431
AZ-Cibecue,85911,85911
AZ-Cibola,85328,85328
AZ-Clarkdale,86324,86324
AZ-Clay Springs,85923,85923
AZ-Claypool,85532,85532
AZ-Clifton,85533,85533
AZ-Cochise,85606,85606
AZ-Colorado City,86021,86021
AZ-Concho,85924,85924
AZ-Congress,85332,85332
AZ-Coolidge,85128,85128
AZ-Cornville,86325,86325
AZ-Cortaro,85652,85652
AZ-Cottonwood,86326,86326
AZ-Crown King,86343,86343
AZ-Dateland,85333,85333
AZ-Dennehotso,86535,86535
AZ-Dewey,86327,86327
AZ-Dolan Springs,86441,86441
AZ-Douglas,85607,85655
AZ-Dragoon,85609,85609
AZ-Duncan,85534,85534
AZ-Eagar,85925,85925
AZ-Eden,85535,85535
AZ-Ehrenberg,85334,85334
AZ-El Mirage,85335,85335
AZ-Elfrida,85610,85610
AZ-Elgin,85611,85611
AZ-Eloy,85131,85131
AZ-Flagstaff,86001,86011
AZ-Florence,85132,85132
AZ-Forest Lakes,85931,85931
AZ-Fort Apache,85926,85926
AZ-Fort Defiance,86504,86504
AZ-Fort Huachuca,85613,85670
AZ-Fort Mcdowell,85264,85264
AZ-Fort Mohave,86426,86427
AZ-Fort Thomas,85536,85536
AZ-Fountain Hills,85268,85269
AZ-Fredonia,86022,86022
AZ-Gadsden,85336,85336
AZ-Ganado,86505,86505
AZ-Gila Bend,85337,85337
AZ-Gilbert,85233,85299
AZ-Glendale,85301,85318
AZ-Globe,85501,85502
AZ-Gold Canyon,85118,85118
AZ-Golden Valley,86413,86413
AZ-Goodyear,85338,85395
AZ-Grand Canyon,86023,86023
AZ-Gray Mountain,86016,86016
AZ-Green Valley,85614,85622
AZ-Greer,85927,85927
AZ-Hackberry,86411,86411
AZ-Happy Jack,86024,86024
AZ-Hayden,85135,85135
AZ-Heber,85928,85928
AZ-Hereford,85615,85615
AZ-Higley,85236,85236
AZ-Holbrook,86025,86025
AZ-Hotevilla,86030,86030
AZ-Houck,86506,86506
AZ-Huachuca City,85616,85616
AZ-Hualapai,86412,86412
AZ-Humboldt,86329,86329
AZ-Indian Wells,86031,86031
AZ-Jerome,86331,86331
AZ-Joseph City,86032,86032
AZ-Kaibeto,86053,86053
AZ-Kayenta,86033,86033
AZ-Keams Canyon,86034,86034
AZ-Kearny,85137,85137
AZ-Kingman,86401,86409
AZ-Kirkland,86332,86332
AZ-Kykotsmovi Village,86039,86039
AZ-Lake Havasu City,86403,86406
AZ-Lake Montezuma,86342,86342
AZ-Lakeside,85929,85929
AZ-Laveen,85339,85339
AZ-Leupp,86035,86035
AZ-Litchfield Park,85340,85340
AZ-Littlefield,86432,86432
AZ-Lukachukai,86507,86507
AZ-Luke Air Force Base,85309,85309
AZ-Lukeville,85341,85341
AZ-Lupton,86508,86508
AZ-Mammoth,85618,85618
AZ-Many Farms,86538,86538
AZ-Marana,85653,85658
AZ-Marble Canyon,86036,86036
AZ-Maricopa,85138,85139
AZ-Mayer,86333,86333
AZ-Mc Neal,85617,85617
AZ-Mcnary,85930,85930
AZ-Meadview,86444,86444
AZ-Mesa,85201,85277
AZ-Miami,85539,85539
AZ-Mohave Valley,86440,86446
AZ-Morenci,85540,85540
AZ-Mormon Lake,86038,86038
AZ-Morristown,85342,85342
AZ-Mount Lemmon,85619,85619
AZ-Munds Park,86017,86017
AZ-Naco,85620,85620
AZ-Nazlini,86540,86540
AZ-New River,85087,85087
AZ-Nogales,85621,85662
AZ-North Rim,86052,86052
AZ-Nutrioso,85932,85932
AZ-Oatman,86433,86433
AZ-Oracle,85623,85623
AZ-Overgaard,85933,85933
AZ-Page,86040,86040
AZ-Palo Verde,85343,85343
AZ-Paradise Valley,85253,85253
AZ-Parker,85344,85344
AZ-Parks,86018,86018
AZ-Patagonia,85624,85624
AZ-Paulden,86334,86334
AZ-Payson,85541,85547
AZ-Peach Springs,86434,86434
AZ-Pearce,85625,85625
AZ-Peoria,85345,85385
AZ-Peridot,85542,85542
AZ-Petrified Forest Natl Pk,86028,86028
AZ-Phoenix,85001,85098
AZ-Picacho,85141,85141
AZ-Pima,85543,85543
AZ-Pine,85544,85544
AZ-Pinedale,85934,85934
AZ-Pinetop,85935,85935
AZ-Pinon,86510,86510
AZ-Pirtleville,85626,85626
AZ-Polacca,86042,86042
AZ-Pomerene,85627,85627
AZ-Poston,85371,85371
AZ-Prescott,86301,86313
AZ-Prescott Valley,86312,86315
AZ-Quartzsite,85346,85359
AZ-Queen Creek,85142,85142
AZ-Red Rock,85145,85145
AZ-Red Valley,86544,86544
AZ-Rillito,85654,85654
AZ-Rimrock,86335,86335
AZ-Rio Rico,85648,85648
AZ-Rio Verde,85263,85263
AZ-Rock Point,86545,86545
AZ-Roll,85347,85347
AZ-Roosevelt,85545,85545
AZ-Round Rock,86547,86547
AZ-Sacaton,85147,85147
AZ-Safford,85546,85548
AZ-Sahuarita,85629,85629
AZ-Saint David,85630,85630
AZ-Saint Johns,85936,85936
AZ-Saint Michaels,86511,86511
AZ-Salome,85348,85348
AZ-San Carlos,85550,85550
AZ-San Luis,85349,85349
AZ-San Manuel,85631,85631
AZ-San Simon,85632,85632
AZ-San Tan Valley,85140,85144
AZ-Sanders,86512,86512
AZ-Sasabe,85633,85633
AZ-Scottsdale,85250,85271
AZ-Second Mesa,86043,86043
AZ-Sedona,86336,86351
AZ-Seligman,86337,86337
AZ-Sells,85634,85634
AZ-Shonto,86054,86054
AZ-Show Low,85901,85902
AZ-Sierra Vista,85635,85671
AZ-Skull Valley,86338,86338
AZ-Snowflake,85937,85937
AZ-Solomon,85551,85551
AZ-Somerton,85350,85350
AZ-Sonoita,85637,85637
AZ-Springerville,85938,85938
AZ-Stanfield,85172,85172
AZ-Sun City,85351,85373
AZ-Sun City West,85375,85376
AZ-Sun Valley,86029,86029
AZ-Supai,86435,86435
AZ-Superior,85173,85173
AZ-Surprise,85374,85388
AZ-Tacna,85352,85352
AZ-Taylor,85939,85939
AZ-Teec Nos Pos,86514,86514
AZ-Tempe,85280,85288
AZ-Temple Bar Marina,86443,86443
AZ-Thatcher,85552,85552
AZ-Tolleson,85353,85353
AZ-Tombstone,85638,85638
AZ-Tonalea,86044,86044
AZ-Tonopah,85354,85354
AZ-Tonto Basin,85553,85553
AZ-Topawa,85639,85639
AZ-Topock,86436,86436
AZ-Tortilla Flat,85190,85190
AZ-Tsaile,86556,86556
AZ-Tuba City,86045,86045
AZ-Tubac,85646,85646
AZ-Tucson,85701,85775
AZ-Tumacacori,85640,85640
AZ-Vail,85641,85641
AZ-Valentine,86437,86437
AZ-Valley Farms,85191,85191
AZ-Vernon,85940,85940
AZ-Waddell,85355,85355
AZ-Wellton,85356,85356
AZ-Wenden,85357,85357
AZ-White Mountain Lake,85912,85912
AZ-Whiteriver,85941,85941
AZ-Wickenburg,85358,85390
AZ-Wikieup,85360,85360
AZ-Willcox,85643,85644
AZ-Williams,86046,86046
AZ-Willow Beach,86445,86445
AZ-Window Rock,86515,86515
AZ-Winkelman,85192,85192
AZ-Winslow,86047,86047
AZ-Wittmann,85361,85361
AZ-Woodruff,85942,85942
AZ-Yarnell,85362,85362
AZ-Young,85554,85554
AZ-Youngtown,85363,85363
AZ-Yucca,86438,86438
AZ-Yuma,85364,85369
CA-Acampo,95220,95220
CA-Acton,93510,93510
CA-Adelanto,92301,92301
CA-Adin,96006,96006
CA-Agoura Hills,91301,91376
CA-Aguanga,92536,92536
CA-Ahwahnee,93601,93601
CA-Alameda,94501,94502
CA-Alamo,94507,94507
CA-Albany,94706,94706
CA-Albion,95410,95410
CA-Alderpoint,95511,95511
CA-Alhambra,91801,91899
CA-Aliso Viejo,92656,92698
CA-Alleghany,95910,95910
CA-Alpaugh,93201,93201
CA-Alpine,91901,91903
CA-Alta,95701,95701
CA-Altadena,91001,91003
CA-Altaville,95221,95221
CA-Alturas,96101,96101
CA-Alviso,95002,95002
CA-Amador City,95601,95601
CA-Amboy,92304,92304
CA-American Canyon,94503,94503
CA-Anaheim,92801,92899
CA-Anderson,96007,96007
CA-Angels Camp,95222,95222
CA-Angelus Oaks,92305,92305
CA-Angwin,94508,94508
CA-Annapolis,95412,95412
CA-Antelope,95843,95843
CA-Antioch,94509,94531
CA-Anza,92539,92539
CA-Apple Valley,92307,92308
CA-Applegate,95703,95703
CA-Aptos,95001,95003
CA-Arbuckle,95912,95912
CA-Arcadia,91006,91077
CA-Arcata,95518,95521
CA-Armona,93202,93202
CA-Arnold,95223,95223
CA-Aromas,95004,95004
CA-Arroyo Grande,93420,93421
CA-Artesia,90701,90702
CA-Artois,95913,95913
CA-Arvin,93203,93203
CA-Atascadero,93422,93423
CA-Atherton,94027,94027
CA-Atwater,95301,95301
CA-Atwood,92811,92811
CA-Auberry,93602,93602
CA-Auburn,95602,95604
CA-Avalon,90704,90704
CA-Avenal,93204,93204
CA-Avery,95224,95224
CA-Avila Beach,93424,93424
CA-Azusa,91702,91702
CA-Badger,93603,93603
CA-Baker,92309,92309
CA-Bakersfield,93301,93390
CA-Baldwin Park,91706,91706
CA-Ballico,95303,95303
CA-Bangor,95914,95914
CA-Banning,92220,92220
CA-Bard,92222,92222
CA-Barstow,92311,92312
CA-Bass Lake,93604,93604
CA-Bayside,95524,95524
CA-Beale Afb,95903,95903
CA-Beaumont,92223,92223
CA-Beckwourth,96129,96129
CA-Belden,95915,95915
CA-Bell,90202,90202
CA-Bell Gardens,90201,90201
CA-Bella Vista,96008,96008
CA-Bellflower,90706,90707
CA-Belmont,94002,94002
CA-Belvedere Tiburon,94920,94920
CA-Ben Lomond,95005,95005
CA-Benicia,94510,94510
CA-Benton,93512,93512
CA-Berkeley,94701,94720
CA-Berry Creek,95916,95916
CA-Bethel Island,94511,94511
CA-Beverly Hills,90209,90213
CA-Bieber,96009,96009
CA-Big Bar,96010,96010
CA-Big Bear City,92314,92314
CA-Big Bear Lake,92315,92315
CA-Big Bend,96011,96011
CA-Big Creek,93605,93605
CA-Big Oak Flat,95305,95305
CA-Big Pine,93513,93513
CA-Big Sur,93920,93920
CA-Biggs,95917,95917
CA-Biola,93606,93606
CA-Birds Landing,94512,94512
CA-Bishop,93514,93515
CA-Blairsden Graeagle,96103,96103
CA-Blocksburg,95514,95514
CA-Bloomington,92316,92316
CA-Blue Jay,92317,92317
CA-Blue Lake,95525,95525
CA-Blythe,92225,92226
CA-Bodega,94922,94922
CA-Bodega Bay,94923,94923
CA-Bodfish,93205,93205
CA-Bolinas,94924,94924
CA-Bonita,91902,91908
CA-Bonsall,92003,92003
CA-Boonville,95415,95415
CA-Boron,93516,93596
CA-Borrego Springs,92004,92004
CA-Boulder Creek,95006,95006
CA-Boulevard,91905,91905
CA-Boyes Hot Springs,95416,95416
CA-Bradley,93426,93426
CA-Brandeis,93064,93064
CA-Branscomb,95417,95417
CA-Brawley,92227,92227
CA-Brea,92821,92823
CA-Brentwood,94513,94513
CA-Bridgeport,93517,93517
CA-Bridgeville,95526,95526
CA-Brisbane,94005,94005
CA-Brookdale,95007,95007
CA-Brooks,95606,95606
CA-Browns Valley,95918,95918
CA-Brownsville,95919,95919
CA-Bryn Mawr,92318,92318
CA-Buellton,93427,93427
CA-Buena Park,90620,90624
CA-Burbank,91501,91526
CA-Burlingame,94010,94011
CA-Burney,96013,96013
CA-Burnt Ranch,95527,95527
CA-Burrel,93607,93607
CA-Burson,95225,95225
CA-Butte City,95920,95920
CA-Buttonwillow,93206,93206
CA-Byron,94514,94514
CA-Cabazon,92230,92230
CA-Calabasas,91302,91372
CA-Calexico,92231,92232
CA-Caliente,93518,93518
CA-California City,93504,93505
CA-California Hot Springs,93207,93207
CA-Calimesa,92320,92320
CA-Calipatria,92233,92233
CA-Calistoga,94515,94515
CA-Callahan,96014,96014
CA-Calpella,95418,95418
CA-Calpine,96124,96124
CA-Camarillo,93010,93012
CA-Cambria,93428,93428
CA-Camino,95709,95709
CA-Camp Meeker,95419,95419
CA-Camp Nelson,93208,93208
CA-Camp Pendleton,92055,92055
CA-Campbell,95008,95011
CA-Campo,91906,91906
CA-Campo Seco,95226,95226
CA-Camptonville,95922,95922
CA-Canby,96015,96015
CA-Canoga Park,91303,91309
CA-Cantil,93519,93519
CA-Cantua Creek,93608,93608
CA-Canyon,94516,94516
CA-Canyon Country,91351,91387
CA-Canyon Dam,95923,95923
CA-Capay,95607,95607
CA-Capistrano Beach,92624,92624
CA-Capitola,95010,95010
CA-Cardiff By The Sea,92007,92007
CA-Carlotta,95528,95528
CA-Carlsbad,92008,92018
CA-Carmel,93922,93923
CA-Carmel By The Sea,93921,93921
CA-Carmel Valley,93924,93924
CA-Carmichael,95608,95609
CA-Carnelian Bay,96140,96140
