state-city,start_zipcode,end_zipcode
OH-Tarlton,43156,43156
OH-Terrace Park,45174,45174
OH-The Plains,45780,45780
OH-Thompson,44086,44086
OH-Thornville,43076,43076
OH-Thurman,45685,45685
OH-Thurston,43157,43157
OH-Tiffin,44883,44883
OH-Tiltonsville,43963,43963
OH-Tipp City,45371,45371
OH-Tippecanoe,44699,44699
OH-Tiro,44887,44887
OH-Toledo,43405,43699
OH-Tontogany,43565,43565
OH-Toronto,43964,43964
OH-Tremont City,45372,45372
OH-Trenton,45067,45067
OH-Trimble,45782,45782
OH-Trinway,43842,43842
OH-Troy,45373,45374
OH-Tuppers Plains,45783,45783
OH-Tuscarawas,44682,44682
OH-Twinsburg,44087,44087
OH-Uhrichsville,44683,44683
OH-Union City,45390,45390
OH-Union Furnace,43158,43158
OH-Uniontown,44685,44685
OH-Unionville,44088,44088
OH-Unionville Center,43077,43077
OH-Uniopolis,45888,45888
OH-Upper Sandusky,43351,43351
OH-Urbana,43078,43078
OH-Utica,43080,43080
OH-Valley City,44280,44280
OH-Van Buren,45889,45889
OH-Van Wert,45891,45891
OH-Vandalia,45377,45377
OH-Vanlue,45890,45890
OH-Vaughnsville,45893,45893
OH-Venedocia,45894,45894
OH-Vermilion,44089,44089
OH-Verona,45378,45378
OH-Versailles,45380,45380
OH-Vickery,43464,43464
OH-Vienna,44473,44473
OH-Vincent,45784,45784
OH-Vinton,45686,45686
OH-Wadsworth,44281,44282
OH-Wakefield,45687,45687
OH-Wakeman,44889,44889
OH-Walbridge,43465,43465
OH-Waldo,43356,43356
OH-Walhonding,43843,43843
OH-Walnut Creek,44687,44687
OH-Wapakoneta,45895,45895
OH-Warnock,43967,43967
OH-Warren,44481,44486
OH-Warsaw,43844,43844
OH-Washington Court House,43160,43160
OH-Washingtonville,44490,44490
OH-Waterford,45786,45786
OH-Waterloo,45688,45688
OH-Watertown,45787,45787
OH-Waterville,43566,43566
OH-Wauseon,43567,43567
OH-Waverly,45690,45690
OH-Wayland,44285,44285
OH-Wayne,43466,43466
OH-Waynesburg,44688,44688
OH-Waynesfield,45896,45896
OH-Waynesville,45068,45068
OH-Wellington,44090,44090
OH-Wellston,45692,45692
OH-Wellsville,43968,43968
OH-West Alexandria,45381,45381
OH-West Chester,45069,45071
OH-West Elkton,45070,45070
OH-West Farmington,44491,44491
OH-West Jefferson,43162,43162
OH-West Lafayette,43845,43845
OH-West Liberty,43357,43357
OH-West Manchester,45382,45382
OH-West Mansfield,43358,43358
OH-West Millgrove,43467,43467
OH-West Milton,45383,45383
OH-West Point,44492,44492
OH-West Portsmouth,45663,45663
OH-West Salem,44287,44287
OH-West Union,45693,45693
OH-West Unity,43570,43570
OH-Westerville,43081,43086
OH-Westfield Center,44251,44251
OH-Westlake,44145,44145
OH-Weston,43569,43569
OH-Westville,43083,43083
OH-Wharton,43359,43359
OH-Wheelersburg,45694,45694
OH-Whipple,45788,45788
OH-White Cottage,43791,43791
OH-Whitehouse,43571,43571
OH-Wickliffe,44092,44092
OH-Wilberforce,45384,45384
OH-Wilkesville,45695,45695
OH-Willard,44888,44890
OH-Williamsburg,45176,45176
OH-Williamsfield,44093,44093
OH-Williamsport,43164,43164
OH-Williamstown,45897,45897
OH-Williston,43468,43468
OH-Willoughby,44094,44096
OH-Willow Wood,45696,45696
OH-Willshire,45898,45898
OH-Wilmington,45177,45177
OH-Wilmot,44689,44689
OH-Winchester,45697,45697
OH-Windham,44288,44288
OH-Windsor,44099,44099
OH-Winesburg,44690,44690
OH-Wingett Run,45789,45789
OH-Winona,44493,44493
OH-Wolf Run,43970,43970
OH-Woodsfield,43793,43793
OH-Woodstock,43084,43084
OH-Woodville,43469,43469
OH-Wooster,44691,44691
OH-Wren,45899,45899
OH-Xenia,45385,45385
OH-Yellow Springs,45387,45387
OH-Yorkshire,45388,45388
OH-Yorkville,43971,43971
OH-Youngstown,44501,44555
OH-Zaleski,45698,45698
OH-Zanesfield,43360,43360
OH-Zanesville,43701,43702
OH-Zoar,44697,44697
OK-Achille,74720,74720
OK-Ada,74820,74821
OK-Adair,74330,74330
OK-Adams,73901,73901
OK-Addington,73520,73520
OK-Afton,74331,74331
OK-Agra,74824,74824
OK-Albany,74721,74721
OK-Albert,73001,73001
OK-Albion,74521,74521
OK-Alderson,74522,74522
OK-Alex,73002,73002
OK-Aline,73716,73716
OK-Allen,74825,74825
OK-Altus,73521,73522
OK-Altus Afb,73523,73523
OK-Alva,73717,73717
OK-Amber,73004,73004
OK-Ames,73718,73718
OK-Amorita,73719,73719
OK-Anadarko,73005,73005
OK-Antlers,74523,74523
OK-Apache,73006,73006
OK-Arapaho,73620,73620
OK-Arcadia,73007,73007
OK-Ardmore,73401,73403
OK-Arkoma,74901,74901
OK-Arnett,73832,73832
OK-Asher,74826,74826
OK-Atoka,74525,74525
OK-Atwood,74827,74827
OK-Avant,74001,74001
OK-Balko,73931,73931
OK-Barnsdall,74002,74002
OK-Bartlesville,74003,74006
OK-Battiest,74722,74722
OK-Beaver,73932,73932
OK-Beggs,74421,74421
OK-Bennington,74723,74723
OK-Bessie,73622,73622
OK-Bethany,73008,73008
OK-Bethel,74724,74724
OK-Big Cabin,74332,74332
OK-Billings,74630,74630
OK-Binger,73009,73009
OK-Bison,73720,73720
OK-Bixby,74008,74008
OK-Blackwell,74631,74631
OK-Blair,73526,73526
OK-Blanchard,73010,73010
OK-Blanco,74528,74528
OK-Blocker,74529,74529
OK-Bluejacket,74333,74333
OK-Boise City,73933,73933
OK-Bokchito,74726,74726
OK-Bokoshe,74930,74930
OK-Boley,74829,74829
OK-Boswell,74727,74727
OK-Bowlegs,74830,74830
OK-Boynton,74422,74422
OK-Bradley,73011,73011
OK-Braggs,74423,74439
OK-Braman,74632,74632
OK-Bristow,74010,74010
OK-Broken Arrow,74011,74014
OK-Broken Bow,74728,74728
OK-Bromide,74530,74530
OK-Buffalo,73834,73834
OK-Bunch,74931,74931
OK-Burbank,74633,74633
OK-Burlington,73722,73722
OK-Burneyville,73430,73430
OK-Burns Flat,73624,73624
OK-Butler,73625,73625
OK-Byars,74831,74831
OK-Cache,73527,73527
OK-Caddo,74729,74729
OK-Calera,74730,74730
OK-Calumet,73014,73014
OK-Calvin,74531,74531
OK-Camargo,73835,73835
OK-Cameron,74932,74932
OK-Canadian,74425,74425
OK-Caney,74533,74533
OK-Canton,73724,73724
OK-Canute,73626,73626
OK-Cardin,74335,74335
OK-Carmen,73726,73726
OK-Carnegie,73015,73015
OK-Carney,74832,74832
OK-Carrier,73727,73727
OK-Carter,73627,73627
OK-Cartwright,74731,74731
OK-Cashion,73016,73016
OK-Castle,74833,74833
OK-Catoosa,74015,74015
OK-Cement,73017,73017
OK-Centrahoma,74534,74534
OK-Chandler,74834,74834
OK-Chattanooga,73528,73528
OK-Checotah,74426,74426
OK-Chelsea,74016,74016
OK-Cherokee,73728,73728
OK-Chester,73838,73838
OK-Cheyenne,73628,73628
OK-Chickasha,73018,73023
OK-Choctaw,73020,73020
OK-Chouteau,74337,74337
OK-Claremore,74017,74019
OK-Clarita,74535,74535
OK-Clayton,74536,74536
OK-Cleo Springs,73729,73729
OK-Cleveland,74020,74020
OK-Clinton,73601,73601
OK-Coalgate,74538,74538
OK-Colbert,74733,74733
OK-Colcord,74338,74338
OK-Coleman,73432,73432
OK-Collinsville,74021,74021
OK-Colony,73021,73021
OK-Comanche,73529,73529
OK-Commerce,74339,74339
OK-Concho,73022,73022
OK-Connerville,74836,74836
OK-Cookson,74427,74427
OK-Copan,74022,74022
OK-Cordell,73632,73632
OK-Corn,73024,73024
OK-Council Hill,74428,74428
OK-Countyline,73425,73425
OK-Covington,73730,73730
OK-Coweta,74429,74429
OK-Coyle,73027,73027
OK-Crawford,73638,73638
OK-Crescent,73028,73028
OK-Cromwell,74837,74837
OK-Crowder,74430,74430
OK-Cushing,74023,74023
OK-Custer City,73639,73639
OK-Cyril,73029,73029
OK-Dacoma,73731,73731
OK-Daisy,74540,74540
OK-Davenport,74026,74026
OK-Davidson,73530,73530
OK-Davis,73030,73039
OK-Deer Creek,74636,74636
OK-Delaware,74027,74027
OK-Depew,74028,74028
OK-Devol,73531,73531
OK-Dewar,74431,74431
OK-Dewey,74029,74029
OK-Dibble,73031,73031
OK-Dill City,73641,73641
OK-Disney,74340,74340
OK-Dougherty,73032,73032
OK-Douglas,73733,73733
OK-Dover,73734,73734
OK-Drummond,73735,73735
OK-Drumright,74030,74030
OK-Duke,73532,73532
OK-Duncan,73533,73536
OK-Durant,74701,74702
OK-Durham,73642,73642
OK-Dustin,74839,74839
OK-Eagletown,74734,74734
OK-Eakly,73033,73033
OK-Earlsboro,74840,74840
OK-Edmond,73003,73083
OK-El Reno,73036,73036
OK-Eldorado,73537,73537
OK-Elgin,73538,73538
OK-Elk City,73644,73648
OK-Elmer,73539,73539
OK-Elmore City,73433,73433
OK-Enid,73701,73706
OK-Erick,73645,73645
OK-Eucha,74342,74342
OK-Eufaula,74432,74432
OK-Fairfax,74637,74637
OK-Fairland,74343,74343
OK-Fairmont,73736,73736
OK-Fairview,73737,73737
OK-Fanshawe,74935,74935
OK-Fargo,73840,73840
OK-Faxon,73540,73540
OK-Fay,73646,73646
OK-Felt,73937,73937
OK-Finley,74543,74543
OK-Fittstown,74842,74842
OK-Fitzhugh,74843,74843
OK-Fletcher,73541,73541
OK-Forgan,73938,73938
OK-Fort Cobb,73038,73038
OK-Fort Gibson,74434,74434
OK-Fort Sill,73503,73503
OK-Fort Supply,73841,73841
OK-Fort Towson,74735,74735
OK-Foss,73647,73647
OK-Foster,73434,73434
OK-Fox,73435,73435
OK-Foyil,74031,74031
OK-Francis,74844,74844
OK-Frederick,73542,73542
OK-Freedom,73842,73842
OK-Gage,73843,73843
OK-Gans,74936,74936
OK-Garber,73738,73738
OK-Garvin,74736,74736
OK-Gate,73844,73844
OK-Geary,73040,73040
OK-Gene Autry,73436,73436
OK-Geronimo,73543,73543
OK-Glencoe,74032,74032
OK-Glenpool,74033,74033
OK-Golden,74737,74737
OK-Goltry,73739,73739
OK-Goodwell,73939,73939
OK-Gore,74435,74435
OK-Gotebo,73041,73041
OK-Gould,73544,73544
OK-Gowen,74545,74545
OK-Gracemont,73042,73042
OK-Graham,73437,73437
OK-Grandfield,73546,73546
OK-Granite,73547,73547
OK-Grant,74738,74738
OK-Greenfield,73043,73043
OK-Grove,74344,74345
OK-Guthrie,73044,73044
OK-Guymon,73942,73942
OK-Haileyville,74546,74546
OK-Hallett,74034,74034
OK-Hammon,73650,73650
OK-Hanna,74845,74845
OK-Hardesty,73944,73944
OK-Harrah,73045,73045
OK-Hartshorne,74547,74547
OK-Haskell,74436,74436
OK-Hastings,73548,73548
OK-Haworth,74740,74740
OK-Headrick,73549,73549
OK-Healdton,73438,73438
OK-Heavener,74937,74937
OK-Helena,73741,73741
OK-Hendrix,74741,74741
OK-Hennepin,73444,73444
OK-Hennessey,73742,73742
OK-Henryetta,74437,74437
OK-Hillsdale,73743,73743
OK-Hinton,73047,73047
OK-Hitchcock,73744,73744
OK-Hitchita,74438,74438
OK-Hobart,73651,73651
OK-Hodgen,74939,74939
OK-Holdenville,74848,74848
OK-Hollis,73550,73550
OK-Hollister,73551,73551
OK-Hominy,74035,74035
OK-Honobia,74549,74549
OK-Hooker,73945,73945
OK-Hopeton,73746,73746
OK-Howe,74940,74940
OK-Hoyt,74440,74440
OK-Hugo,74743,74743
OK-Hulbert,74441,74441
OK-Hunter,74640,74640
OK-Hydro,73048,73048
OK-Idabel,74745,74745
OK-Indiahoma,73552,73552
OK-Indianola,74442,74442
OK-Inola,74036,74036
OK-Isabella,73747,73747
OK-Jay,74346,74346
OK-Jenks,74037,74037
OK-Jennings,74038,74038
OK-Jet,73749,73749
OK-Jones,73049,73049
OK-Kansas,74347,74347
OK-Kaw City,74641,74641
OK-Kellyville,74039,74039
OK-Kemp,74747,74747
OK-Kenefic,74748,74748
OK-Kenton,73946,73946
OK-Keota,74941,74941
OK-Ketchum,74349,74349
OK-Keyes,73947,73947
OK-Kiefer,74041,74041
OK-Kingfisher,73750,73750
OK-Kingston,73439,73439
OK-Kinta,74552,74552
OK-Kiowa,74553,74553
OK-Konawa,74849,74849
OK-Krebs,74554,74554
OK-Kremlin,73753,73753
OK-Lahoma,73754,73754
OK-Lamar,74850,74850
OK-Lamont,74643,74643
OK-Lane,74555,74555
OK-Langley,74350,74350
OK-Langston,73050,73050
OK-Laverne,73848,73848
OK-Lawton,73501,73507
OK-Lebanon,73440,73440
OK-Leedey,73654,73654
OK-Leflore,74942,74942
OK-Lehigh,74556,74556
OK-Lenapah,74042,74042
OK-Leon,73441,73441
OK-Leonard,74043,74043
OK-Lequire,74943,74943
OK-Lexington,73051,73051
OK-Lindsay,73052,73052
OK-Loco,73442,73442
OK-Locust Grove,74352,74352
OK-Lone Grove,73443,73443
OK-Lone Wolf,73655,73655
OK-Longdale,73755,73755
OK-Lookeba,73053,73053
OK-Loveland,73553,73553
OK-Loyal,73756,73756
OK-Lucien,73757,73757
OK-Luther,73054,73054
OK-Macomb,74852,74852
OK-Madill,73446,73446
OK-Manchester,73758,73758
OK-Mangum,73554,73554
OK-Manitou,73555,73555
OK-Mannford,74044,74044
OK-Mannsville,73447,73447
OK-Maramec,74045,74045
OK-Marble City,74945,74945
OK-Marietta,73448,73448
OK-Marland,74644,74644
OK-Marlow,73055,73055
OK-Marshall,73056,73056
OK-Martha,73556,73556
OK-Maud,74854,74854
OK-May,73851,73851
OK-Maysville,73057,73057
OK-Mcalester,74501,74502
OK-Mccurtain,74944,74944
OK-Mcloud,74851,74851
OK-Mead,73449,73449
OK-Medford,73759,73759
OK-Medicine Park,73557,73557
OK-Meeker,74855,74855
OK-Meers,73558,73558
OK-Meno,73760,73760
OK-Meridian,73058,73058
OK-Miami,74354,74355
OK-Milburn,73450,73450
OK-Milfay,74046,74046
OK-Mill Creek,74856,74856
OK-Millerton,74750,74750
OK-Minco,73059,73059
OK-Moffett,74946,74946
OK-Monroe,74947,74947
OK-Moodys,74444,74444
OK-Mooreland,73852,73852
OK-Morris,74445,74445
OK-Morrison,73061,73061
OK-Mounds,74047,74047
OK-Mountain Park,73559,73559
OK-Mountain View,73062,73062
OK-Moyers,74557,74557
OK-Muldrow,74948,74948
OK-Mulhall,73063,73063
OK-Muse,74949,74949
OK-Muskogee,74401,74403
OK-Mustang,73064,73064
OK-Mutual,73853,73853
OK-Nardin,74646,74646
OK-Nash,73761,73761
OK-Nashoba,74558,74558
OK-Newalla,74857,74857
OK-Newcastle,73065,73065
OK-Newkirk,74647,74647
OK-Nicoma Park,73066,73066
OK-Ninnekah,73067,73067
OK-Noble,73068,73068
OK-Norman,73019,73072
OK-North Miami,74358,74358
OK-Nowata,74048,74048
OK-Oakhurst,74050,74050
OK-Oaks,74359,74359
OK-Oakwood,73658,73658
OK-Ochelata,74051,74051
OK-Oilton,74052,74052
OK-Okarche,73762,73762
OK-Okay,74446,74446
OK-Okeene,73763,73763
OK-Okemah,74859,74859
OK-Oklahoma City,73101,73196
OK-Okmulgee,74447,74447
OK-Oktaha,74450,74450
OK-Olustee,73560,73560
OK-Omega,73764,73764
OK-Oologah,74053,74053
OK-Orlando,73073,73073
OK-Osage,74054,74054
OK-Oscar,73561,73561
OK-Overbrook,73453,73453
OK-Owasso,74055,74055
OK-Paden,74860,74860
OK-Panama,74951,74951
OK-Panola,74559,74559
OK-Paoli,73074,73074
OK-Park Hill,74451,74451
OK-Pauls Valley,73075,73075
OK-Pawhuska,74056,74056
OK-Pawnee,74058,74058
OK-Peggs,74452,74452
OK-Perkins,74059,74059
OK-Perry,73077,73077
OK-Picher,74360,74360
OK-Pickens,74752,74752
OK-Piedmont,73078,73078
OK-Pittsburg,74560,74560
OK-Platter,74753,74753
OK-Pocasset,73079,73079
OK-Pocola,74902,74902
OK-Ponca City,74601,74604
OK-Pond Creek,73766,73766
OK-Porter,74454,74454
OK-Porum,74455,74455
OK-Poteau,74953,74953
OK-Prague,74864,74864
OK-Preston,74456,74456
OK-Proctor,74457,74457
OK-Prue,74060,74060
OK-Pryor,74361,74362
OK-Purcell,73080,73080
OK-Putnam,73659,73659
OK-Quapaw,74363,74363
OK-Quinton,74561,74561
OK-Ralston,74650,74650
OK-Ramona,74061,74061
OK-Randlett,73562,73562
OK-Ratliff City,73481,73481
OK-Rattan,74562,74562
OK-Ravia,73455,73455
OK-Red Oak,74563,74563
OK-Red Rock,74651,74651
OK-Redbird,74458,74458
OK-Rentiesville,74459,74459
OK-Reydon,73660,73660
OK-Ringling,73456,73456
OK-Ringold,74754,74754
OK-Ringwood,73768,73768
OK-Ripley,74062,74062
OK-Rocky,73661,73661
OK-Roff,74865,74865
OK-Roland,74954,74954
OK-Roosevelt,73564,73564
OK-Rose,74364,74364
OK-Rosston,73855,73855
OK-Rufe,74755,74755
OK-Rush Springs,73082,73082
OK-Ryan,73565,73565
OK-S Coffeyville,74072,74072
OK-Saint Louis,74866,74866
OK-Salina,74365,74365
OK-Sallisaw,74955,74955
OK-Sand Springs,74063,74063
OK-Sapulpa,74066,74067
OK-Sasakwa,74867,74867
OK-Savanna,74565,74565
OK-Sawyer,74756,74756
OK-Sayre,73662,73662
OK-Schulter,74460,74460
OK-Seiling,73663,73663
OK-Seminole,74818,74868
OK-Sentinel,73664,73664
OK-Shady Point,74956,74956
OK-Shamrock,74068,74068
OK-Sharon,73857,73857
OK-Shattuck,73858,73858
OK-Shawnee,74801,74804
OK-Shidler,74652,74652
OK-Skiatook,74070,74070
OK-Slick,74071,74071
OK-Smithville,74957,74957
OK-Snow,74567,74567
OK-Snyder,73566,73566
OK-Soper,74759,74759
OK-Southard,73770,73770
OK-Sparks,74869,74869
OK-Spavinaw,74366,74366
OK-Spencer,73084,73084
OK-Spencerville,74760,74760
OK-Sperry,74073,74073
OK-Spiro,74959,74959
OK-Springer,73458,73458
OK-Sterling,73567,73567
OK-Stidham,74461,74461
OK-Stigler,74462,74462
OK-Stillwater,74074,74078
OK-Stilwell,74960,74960
OK-Stonewall,74871,74871
OK-Strang,74367,74367
OK-Stratford,74872,74872
OK-Stringtown,74569,74569
OK-Stroud,74079,74079
OK-Stuart,74570,74570
OK-Sulphur,73086,73086
OK-Sweetwater,73666,73666
OK-Swink,74761,74761
OK-Taft,74463,74463
OK-Tahlequah,74464,74465
OK-Talala,74080,74080
OK-Talihina,74571,74571
OK-Taloga,73667,73667
OK-Tatums,73487,73487
OK-Tecumseh,74873,74873
OK-Temple,73568,73568
OK-Terlton,74081,74081
OK-Terral,73569,73569
OK-Texhoma,73949,73949
OK-Texola,73668,73668
OK-Thackerville,73459,73459
OK-Thomas,73669,73669
OK-Tipton,73570,73570
OK-Tishomingo,73460,73460
OK-Tonkawa,74653,74653
OK-Tryon,74875,74875
OK-Tulsa,74101,74193
OK-Tupelo,74572,74572
OK-Turpin,73950,73950
OK-Tuskahoma,74574,74574
OK-Tussy,73488,73488
OK-Tuttle,73089,73089
OK-Twin Oaks,74368,74368
OK-Tyrone,73951,73951
OK-Union City,73090,73090
OK-Valliant,74764,74764
OK-Velma,73491,73491
OK-Vera,74082,74082
OK-Verden,73092,73092
OK-Vian,74962,74962
OK-Vici,73859,73859
OK-Vinita,74301,74301
OK-Vinson,73571,73571
OK-Wagoner,74467,74477
OK-Wainwright,74468,74468
OK-Wakita,73771,73771
OK-Walters,73572,73572
OK-Wanette,74878,74878
OK-Wann,74083,74083
OK-Wapanucka,73461,73461
OK-Wardville,74576,74576
OK-Warner,74469,74469
OK-Washington,73093,73093
OK-Watonga,73772,73772
OK-Watson,74963,74963
OK-Watts,74964,74964
OK-Waukomis,73773,73773
OK-Waurika,73573,73573
OK-Wayne,73095,73095
OK-Waynoka,73860,73860
OK-Weatherford,73096,73096
OK-Webbers Falls,74470,74470
OK-Welch,74369,74369
OK-Weleetka,74880,74880
OK-Welling,74471,74471
OK-Wellston,74881,74881
OK-Westville,74965,74965
OK-Wetumka,74883,74883
OK-Wewoka,74884,74884
OK-Wheatland,73097,73097
OK-Whitefield,74472,74472
OK-Whitesboro,74577,74577
OK-Wilburton,74578,74578
OK-Willow,73673,73673
OK-Wilson,73463,73463
OK-Wister,74966,74966
OK-Woodward,73801,73802
OK-Wright City,74766,74766
OK-Wyandotte,74370,74370
OK-Wynnewood,73098,73098
OK-Wynona,74084,74084
OK-Yale,74085,74085
OK-Yukon,73085,73099
OR-Adams,97810,97810
OR-Adel,97620,97620
OR-Adrian,97901,97901
OR-Agness,97406,97406
OR-Albany,97321,97322
OR-Allegany,97407,97407
OR-Alsea,97324,97324
OR-Alvadore,97409,97409
OR-Amity,97101,97101
OR-Antelope,97001,97001
OR-Arch Cape,97102,97102
OR-Arlington,97812,97812
OR-Arock,97902,97902
OR-Ashland,97520,97520
OR-Ashwood,97711,97711
OR-Astoria,97103,97103
OR-Athena,97813,97813
OR-Aumsville,97325,97325
OR-Aurora,97002,97002
OR-Azalea,97410,97410
OR-Baker City,97814,97814
OR-Bandon,97411,97411
OR-Banks,97106,97106
OR-Bates,97817,97817
OR-Bay City,97107,97107
OR-Beatty,97621,97621
OR-Beaver,97108,97108
OR-Beavercreek,97004,97004
OR-Beaverton,97003,97079
OR-Bend,97701,97709
OR-Blachly,97412,97412
OR-Blodgett,97326,97326
OR-Blue River,97413,97413
OR-Bly,97622,97622
OR-Boardman,97818,97818
OR-Bonanza,97623,97623
OR-Boring,97009,97009
OR-Bridal Veil,97010,97010
OR-Bridgeport,97819,97819
OR-Brightwood,97011,97011
OR-Broadbent,97414,97414
OR-Brogan,97903,97903
OR-Brookings,97415,97415
OR-Brothers,97712,97712
OR-Brownsville,97327,97327
OR-Burns,97720,97720
OR-Butte Falls,97522,97522
OR-Buxton,97109,97109
OR-Camas Valley,97416,97416
OR-Camp Sherman,97730,97730
OR-Canby,97013,97013
OR-Cannon Beach,97110,97110
OR-Canyon City,97820,97820
OR-Canyonville,97417,97417
OR-Carlton,97111,97111
OR-Cascade Locks,97014,97014
OR-Cascadia,97329,97329
OR-Cave Junction,97523,97523
OR-Central Point,97502,97502
OR-Chemult,97731,97731
OR-Cheshire,97419,97419
OR-Chiloquin,97624,97624
OR-Christmas Valley,97641,97641
OR-Clackamas,97015,97015
OR-Clatskanie,97016,97016
OR-Cloverdale,97112,97112
OR-Colton,97017,97017
OR-Columbia City,97018,97018
OR-Condon,97823,97823
OR-Coos Bay,97420,97420
OR-Coquille,97423,97423
OR-Corbett,97019,97019
OR-Cornelius,97113,97113
OR-Corvallis,97330,97339
OR-Cottage Grove,97424,97424
OR-Cove,97824,97824
OR-Crabtree,97335,97335
OR-Crane,97732,97732
OR-Crater Lake,97604,97604
OR-Crawfordsville,97336,97336
OR-Crescent,97733,97733
OR-Creswell,97426,97426
OR-Culver,97734,97734
OR-Dairy,97625,97625
OR-Dallas,97338,97338
OR-Damascus,97089,97089
OR-Days Creek,97429,97429
OR-Dayton,97114,97114
OR-Dayville,97825,97825
OR-Deadwood,97430,97430
OR-Deer Island,97054,97054
OR-Depoe Bay,97341,97341
OR-Detroit,97342,97342
OR-Dexter,97431,97431
OR-Diamond,97722,97722
OR-Dillard,97432,97432
OR-Donald,97020,97020
OR-Dorena,97434,97434
OR-Drain,97435,97435
OR-Drewsey,97904,97904
OR-Dufur,97021,97021
OR-Dundee,97115,97115
OR-Durkee,97905,97905
OR-Eagle Creek,97022,97022
OR-Eagle Point,97524,97524
OR-Echo,97826,97826
OR-Eddyville,97343,97343
OR-Elgin,97827,97827
OR-Elkton,97436,97436
OR-Elmira,97437,97437
OR-Enterprise,97828,97828
OR-Estacada,97023,97023
OR-Eugene,97401,97440
OR-Fairview,97024,97024
OR-Fall Creek,97438,97438
OR-Falls City,97344,97344
OR-Fields,97710,97710
OR-Florence,97439,97439
OR-Forest Grove,97116,97116
OR-Fort Klamath,97626,97626
OR-Fort Rock,97735,97735
OR-Fossil,97830,97830
OR-Foster,97345,97345
OR-Frenchglen,97736,97736
OR-Gales Creek,97117,97117
OR-Gardiner,97441,97441
OR-Garibaldi,97118,97118
OR-Gaston,97119,97119
OR-Gates,97346,97346
OR-Gervais,97026,97026
OR-Gilchrist,97737,97737
OR-Gladstone,97027,97027
OR-Glendale,97442,97442
OR-Gleneden Beach,97388,97388
OR-Glide,97443,97443
OR-Gold Beach,97444,97444
OR-Gold Hill,97525,97525
OR-Government Camp,97028,97028
OR-Grand Ronde,97347,97347
OR-Grants Pass,97526,97528
OR-Grass Valley,97029,97029
OR-Gresham,97030,97080
OR-Haines,97833,97833
OR-Halfway,97834,97834
OR-Halsey,97348,97348
OR-Hammond,97121,97121
OR-Happy Valley,97086,97086
OR-Harper,97906,97906
OR-Harrisburg,97446,97446
OR-Hebo,97122,97122
OR-Helix,97835,97835
OR-Heppner,97836,97836
OR-Hereford,97837,97837
OR-Hermiston,97838,97838
OR-Hillsboro,97123,97129
OR-Hines,97738,97738
OR-Hood River,97031,97031
OR-Hubbard,97032,97032
OR-Huntington,97907,97907
OR-Idanha,97350,97350
OR-Idleyld Park,97447,97447
OR-Imbler,97841,97841
OR-Imnaha,97842,97842
OR-Independence,97351,97351
OR-Ione,97843,97843
OR-Ironside,97908,97908
OR-Irrigon,97844,97844
OR-Jacksonville,97530,97530
OR-Jamieson,97909,97909
OR-Jefferson,97352,97352
OR-John Day,97845,97845
OR-Jordan Valley,97910,97910
OR-Joseph,97846,97846
OR-Junction City,97448,97448
OR-Juntura,97911,97911
OR-Keizer,97307,97307
OR-Keno,97627,97627
OR-Kent,97033,97033
OR-Kerby,97531,97531
OR-Kimberly,97848,97848
OR-Klamath Falls,97601,97603
OR-La Grande,97850,97850
OR-La Pine,97739,97739
OR-Lafayette,97127,97127
OR-Lake Oswego,97034,97035
OR-Lakeside,97449,97449
OR-Lakeview,97630,97630
OR-Langlois,97450,97450
OR-Lebanon,97355,97355
OR-Lexington,97839,97839
OR-Lincoln City,97367,97367
OR-Logsden,97357,97357
OR-Long Creek,97856,97856
OR-Lorane,97451,97451
OR-Lostine,97857,97857
OR-Lowell,97452,97452
OR-Lyons,97358,97358
OR-Madras,97741,97741
OR-Malin,97632,97632
OR-Manning,97125,97125
OR-Manzanita,97130,97130
OR-Mapleton,97453,97453
OR-Marcola,97454,97454
OR-Marylhurst,97036,97036
OR-Maupin,97037,97037
OR-Mcminnville,97128,97128
OR-Meacham,97859,97859
OR-Medford,97501,97504
OR-Mehama,97384,97384
OR-Merlin,97532,97532
OR-Merrill,97633,97633
OR-Midland,97634,97634
OR-Mikkalo,97861,97861
OR-Mill City,97360,97360
OR-Milton Freewater,97862,97862
OR-Mitchell,97750,97750
OR-Molalla,97038,97038
OR-Monmouth,97361,97361
OR-Monroe,97456,97456
OR-Monument,97864,97864
OR-Moro,97039,97039
OR-Mosier,97040,97040
OR-Mount Angel,97362,97362
OR-Mount Hood Parkdale,97041,97041
OR-Mount Vernon,97865,97865
OR-Mulino,97042,97042
OR-Murphy,97533,97533
OR-Myrtle Creek,97457,97457
OR-Myrtle Point,97458,97458
OR-Nehalem,97131,97131
OR-Neotsu,97364,97364
OR-Neskowin,97149,97149
OR-Netarts,97143,97143
OR-New Pine Creek,97635,97635
OR-Newberg,97132,97132
OR-Newport,97365,97365
OR-North Bend,97459,97459
OR-North Plains,97133,97133
OR-North Powder,97867,97867
OR-Noti,97461,97461
OR-Nyssa,97913,97913
OR-O Brien,97534,97534
OR-Oakland,97462,97462
OR-Oakridge,97463,97463
OR-Oceanside,97134,97134
OR-Odell,97044,97044
OR-Ontario,97914,97914
OR-Ophir,97464,97464
OR-Oregon City,97045,97045
OR-Otis,97368,97368
OR-Otter Rock,97369,97369
OR-Oxbow,97840,97840
OR-Pacific City,97135,97135
OR-Paisley,97636,97636
